support,itemsets
0.24,"frozenset({'Energy_Level_Mostly', 'Support_Satisfaction_Satisfied', 'Sleep_Issues_Rather_rarely', 'Emotional_Impact'})"
0.21333333333333335,"frozenset({'Energy_Level_Mostly', 'Self_Care_No_problems', 'Support_Satisfaction_Satisfied', 'Sleep_Issues_Rather_rarely'})"
0.24,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Energy_Level_Mostly', 'Emotional_Impact', 'Sleep_Issues_Rather_rarely'})"
0.21333333333333335,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Energy_Level_Mostly', 'Self_Care_No_problems', 'Sleep_Issues_Rather_rarely'})"
0.20333333333333334,"frozenset({'Support_Satisfaction_Satisfied', 'Energy_Level_Mostly', 'Emotional_Impact', 'Self_Care_No_problems', 'Sleep_Issues_Rather_rarely'})"
0.20333333333333334,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Energy_Level_Mostly', 'Emotional_Impact', 'Self_Care_No_problems', 'Sleep_Issues_Rather_rarely'})"
0.2733333333333333,"frozenset({'Energy_Level_Mostly', 'Health_Satisfaction', 'Emotional_Impact'})"
0.26,"frozenset({'Energy_Level_Mostly', 'Support_From_Close', 'Health_Satisfaction'})"
0.24333333333333335,"frozenset({'Energy_Level_Mostly', 'Sleep_Issues_Rather_rarely', 'Health_Satisfaction'})"
0.23333333333333334,"frozenset({'Energy_Level_Mostly', 'Support_Satisfaction_Satisfied', 'Health_Satisfaction'})"
0.23333333333333334,"frozenset({'Self_Care_No_problems', 'Energy_Level_Mostly', 'Health_Satisfaction'})"
0.25666666666666665,"frozenset({'Energy_Level_Mostly', 'Support_From_Close', 'Health_Satisfaction', 'Emotional_Impact'})"
0.24,"frozenset({'Energy_Level_Mostly', 'Sleep_Issues_Rather_rarely', 'Health_Satisfaction', 'Emotional_Impact'})"
0.22666666666666666,"frozenset({'Energy_Level_Mostly', 'Support_From_Close', 'Health_Satisfaction', 'Sleep_Issues_Rather_rarely'})"
0.22333333333333333,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Energy_Level_Mostly', 'Emotional_Impact', 'Sleep_Issues_Rather_rarely'})"
0.23333333333333334,"frozenset({'Energy_Level_Mostly', 'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction'})"
0.23,"frozenset({'Energy_Level_Mostly', 'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Emotional_Impact'})"
0.20333333333333334,"frozenset({'Energy_Level_Mostly', 'Support_Satisfaction_Satisfied', 'Sleep_Issues_Rather_rarely', 'Health_Satisfaction'})"
0.23,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Energy_Level_Mostly', 'Emotional_Impact'})"
0.20333333333333334,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Energy_Level_Mostly', 'Sleep_Issues_Rather_rarely'})"
0.2,"frozenset({'Support_Satisfaction_Satisfied', 'Health_Satisfaction', 'Energy_Level_Mostly', 'Emotional_Impact', 'Sleep_Issues_Rather_rarely'})"
0.2,"frozenset({'Support_Satisfaction_Satisfied', 'Support_From_Close', 'Health_Satisfaction', 'Energy_Level_Mostly', 'Emotional_Impact', 'Sleep_Issues_Rather_rarely'})"
0.23,"frozenset({'Self_Care_No_problems', 'Energy_Level_Mostly', 'Health_Satisfaction', 'Emotional_Impact'})"
0.22,"frozenset({'Self_Care_No_problems', 'Energy_Level_Mostly', 'Support_From_Close', 'Health_Satisfaction'})"
0.20666666666666667,"frozenset({'Self_Care_No_problems', 'Energy_Level_Mostly', 'Sleep_Issues_Rather_rarely', 'Health_Satisfaction'})"
0.21666666666666667,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Energy_Level_Mostly', 'Emotional_Impact', 'Self_Care_No_problems'})"
0.20333333333333334,"frozenset({'Health_Satisfaction', 'Energy_Level_Mostly', 'Emotional_Impact', 'Self_Care_No_problems', 'Sleep_Issues_Rather_rarely'})"
0.23333333333333334,"frozenset({'Energy_Level_Mostly', 'Quality_of_Life_Bad', 'Emotional_Impact'})"
0.22333333333333333,"frozenset({'Energy_Level_Mostly', 'Quality_of_Life_Bad', 'Health_Satisfaction'})"
0.21666666666666667,"frozenset({'Energy_Level_Mostly', 'Quality_of_Life_Bad', 'Support_From_Close'})"
0.20333333333333334,"frozenset({'Energy_Level_Mostly', 'Quality_of_Life_Bad', 'Sleep_Issues_Rather_rarely'})"
0.22333333333333333,"frozenset({'Energy_Level_Mostly', 'Quality_of_Life_Bad', 'Health_Satisfaction', 'Emotional_Impact'})"
0.21666666666666667,"frozenset({'Energy_Level_Mostly', 'Quality_of_Life_Bad', 'Support_From_Close', 'Emotional_Impact'})"
0.20666666666666667,"frozenset({'Energy_Level_Mostly', 'Quality_of_Life_Bad', 'Support_From_Close', 'Health_Satisfaction'})"
0.20666666666666667,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Energy_Level_Mostly', 'Emotional_Impact', 'Quality_of_Life_Bad'})"
0.20333333333333334,"frozenset({'Energy_Level_Mostly', 'Quality_of_Life_Bad', 'Sleep_Issues_Rather_rarely', 'Emotional_Impact'})"
0.37,"frozenset({'Symptom_Household_Impact_Often_affect', 'Emotional_Impact'})"
0.3466666666666667,"frozenset({'Symptom_Household_Impact_Often_affect', 'Support_From_Close'})"
0.3433333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly'})"
0.33666666666666667,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact'})"
0.32666666666666666,"frozenset({'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.2833333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy'})"
0.27,"frozenset({'Symptom_Household_Impact_Often_affect', 'Smoked_Cigarettes'})"
0.2633333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Daily_Life_Impact_Psychological'})"
0.25,"frozenset({'Negative_Emotions_Often', 'Symptom_Household_Impact_Often_affect'})"
0.24666666666666667,"frozenset({'Symptom_Household_Impact_Often_affect', 'Gender_Female'})"
0.21,"frozenset({'Time_to_Treatment_One_to_three_months', 'Symptom_Household_Impact_Often_affect'})"
0.23,"frozenset({'Symptom_Household_Impact_Often_affect', 'Daily_Activities_Difficulty_Minor_problems'})"
0.22333333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Marital_Status_Married'})"
0.36,"frozenset({'Symptom_Household_Impact_Often_affect', 'Health_Satisfaction'})"
0.3333333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Work_Readiness_Dissatisfied'})"
0.23666666666666666,"frozenset({'Symptom_Household_Impact_Often_affect', 'Quality_of_Life_Bad'})"
0.2833333333333333,"frozenset({'Support_Satisfaction_Satisfied', 'Symptom_Household_Impact_Often_affect'})"
0.3433333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Support_From_Close', 'Emotional_Impact'})"
0.3333333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Support_From_Close', 'Health_Satisfaction'})"
0.3333333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Support_From_Close', 'Health_Satisfaction', 'Emotional_Impact'})"
0.3433333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly', 'Emotional_Impact'})"
0.32,"frozenset({'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly', 'Support_From_Close'})"
0.3333333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly', 'Health_Satisfaction'})"
0.32,"frozenset({'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly', 'Support_From_Close', 'Emotional_Impact'})"
0.31,"frozenset({'Support_From_Close', 'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly', 'Health_Satisfaction'})"
0.31,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact'})"
0.3333333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly', 'Health_Satisfaction', 'Emotional_Impact'})"
0.33666666666666667,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Emotional_Impact'})"
0.31666666666666665,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Coping_Strategy_Badly'})"
0.31,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Support_From_Close'})"
0.32666666666666666,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Health_Satisfaction'})"
0.31666666666666665,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Coping_Strategy_Badly', 'Emotional_Impact'})"
0.30666666666666664,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Coping_Strategy_Badly', 'Health_Satisfaction'})"
0.30666666666666664,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact'})"
0.31,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Support_From_Close', 'Emotional_Impact'})"
0.29333333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Coping_Strategy_Badly', 'Support_From_Close'})"
0.3,"frozenset({'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Support_From_Close'})"
0.29333333333333333,"frozenset({'Travel_Impact', 'Support_From_Close', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact'})"
0.2833333333333333,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect'})"
0.2833333333333333,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact'})"
0.3,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact'})"
0.32666666666666666,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Health_Satisfaction', 'Emotional_Impact'})"
0.3233333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time', 'Emotional_Impact'})"
0.31,"frozenset({'Symptom_Household_Impact_Often_affect', 'Support_From_Close', 'Symptom_Frequency_Most_of_time'})"
0.30666666666666664,"frozenset({'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly', 'Symptom_Frequency_Most_of_time'})"
0.3,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Symptom_Frequency_Most_of_time'})"
0.31333333333333335,"frozenset({'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.29,"frozenset({'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.30666666666666664,"frozenset({'Symptom_Household_Impact_Often_affect', 'Support_From_Close', 'Symptom_Frequency_Most_of_time', 'Emotional_Impact'})"
0.2966666666666667,"frozenset({'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Support_From_Close', 'Symptom_Frequency_Most_of_time'})"
0.2966666666666667,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.30666666666666664,"frozenset({'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly', 'Symptom_Frequency_Most_of_time', 'Emotional_Impact'})"
0.29,"frozenset({'Support_From_Close', 'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly', 'Symptom_Frequency_Most_of_time'})"
0.2966666666666667,"frozenset({'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly', 'Symptom_Frequency_Most_of_time'})"
0.29,"frozenset({'Support_From_Close', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.28,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.28,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.2966666666666667,"frozenset({'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.3,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Symptom_Frequency_Most_of_time', 'Emotional_Impact'})"
0.2833333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Coping_Strategy_Badly', 'Symptom_Frequency_Most_of_time'})"
0.2833333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Support_From_Close', 'Symptom_Frequency_Most_of_time'})"
0.29,"frozenset({'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Symptom_Frequency_Most_of_time'})"
0.2833333333333333,"frozenset({'Travel_Impact', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.2733333333333333,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.2733333333333333,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.2833333333333333,"frozenset({'Travel_Impact', 'Support_From_Close', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.26666666666666666,"frozenset({'Travel_Impact', 'Support_From_Close', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.2733333333333333,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.26666666666666666,"frozenset({'Travel_Impact', 'Support_From_Close', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.25666666666666665,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.25666666666666665,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.2733333333333333,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.29,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.31333333333333335,"frozenset({'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time', 'Emotional_Impact'})"
0.29,"frozenset({'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time', 'Emotional_Impact'})"
0.2866666666666667,"frozenset({'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Coping_Strategy_Badly', 'Symptom_Frequency_Most_of_time'})"
0.2866666666666667,"frozenset({'Work_Readiness_Dissatisfied', 'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.26666666666666666,"frozenset({'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Symptom_Frequency_Most_of_time'})"
0.2733333333333333,"frozenset({'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Support_From_Close', 'Symptom_Frequency_Most_of_time'})"
0.2866666666666667,"frozenset({'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.2866666666666667,"frozenset({'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.2833333333333333,"frozenset({'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.2833333333333333,"frozenset({'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.26666666666666666,"frozenset({'Travel_Impact', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.2633333333333333,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.2633333333333333,"frozenset({'Travel_Impact', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.25,"frozenset({'Travel_Impact', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.2633333333333333,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.2633333333333333,"frozenset({'Travel_Impact', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.26,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.26,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.25,"frozenset({'Travel_Impact', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.24666666666666667,"frozenset({'Travel_Impact', 'Support_From_Close', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.24666666666666667,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.24666666666666667,"frozenset({'Travel_Impact', 'Support_From_Close', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.24666666666666667,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.24333333333333335,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.24333333333333335,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.2733333333333333,"frozenset({'Support_From_Close', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.27,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.27,"frozenset({'Support_From_Close', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.27,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.27,"frozenset({'Support_From_Close', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.26666666666666666,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Symptom_Frequency_Most_of_time'})"
0.26666666666666666,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Work_Readiness_Dissatisfied', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Symptom_Frequency_Most_of_time'})"
0.28,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Emotional_Impact'})"
0.26,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Coping_Strategy_Badly'})"
0.26,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Support_From_Close'})"
0.25666666666666665,"frozenset({'Chemotherapy', 'Symptom_Household_Impact_Often_affect', 'Travel_Impact'})"
0.25333333333333335,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Symptom_Frequency_Most_of_time'})"
0.2733333333333333,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Health_Satisfaction'})"
0.24666666666666667,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Work_Readiness_Dissatisfied'})"
0.20666666666666667,"frozenset({'Support_Satisfaction_Satisfied', 'Symptom_Household_Impact_Often_affect', 'Chemotherapy'})"
0.26,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Coping_Strategy_Badly', 'Emotional_Impact'})"
0.25333333333333335,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Coping_Strategy_Badly', 'Health_Satisfaction'})"
0.25333333333333335,"frozenset({'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy'})"
0.25666666666666665,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Support_From_Close', 'Emotional_Impact'})"
0.24,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Coping_Strategy_Badly', 'Support_From_Close'})"
0.25,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Support_From_Close', 'Health_Satisfaction'})"
0.24,"frozenset({'Support_From_Close', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy'})"
0.23333333333333334,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Chemotherapy'})"
0.23333333333333334,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy'})"
0.25,"frozenset({'Support_From_Close', 'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy'})"
0.25666666666666665,"frozenset({'Chemotherapy', 'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Emotional_Impact'})"
0.24333333333333335,"frozenset({'Chemotherapy', 'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Coping_Strategy_Badly'})"
0.23333333333333334,"frozenset({'Chemotherapy', 'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Support_From_Close'})"
0.25,"frozenset({'Chemotherapy', 'Symptom_Household_Impact_Often_affect', 'Travel_Impact', 'Health_Satisfaction'})"
0.24333333333333335,"frozenset({'Travel_Impact', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy'})"
0.23666666666666666,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Chemotherapy'})"
0.23666666666666666,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy'})"
0.23333333333333334,"frozenset({'Travel_Impact', 'Support_From_Close', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy'})"
0.22333333333333333,"frozenset({'Travel_Impact', 'Support_From_Close', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Chemotherapy'})"
0.22666666666666666,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Chemotherapy'})"
0.22333333333333333,"frozenset({'Travel_Impact', 'Support_From_Close', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy'})"
0.21666666666666667,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Chemotherapy'})"
0.21666666666666667,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Coping_Strategy_Badly', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy'})"
0.22666666666666666,"frozenset({'Travel_Impact', 'Support_From_Close', 'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy'})"
0.25,"frozenset({'Travel_Impact', 'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy'})"
0.25,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Symptom_Frequency_Most_of_time', 'Emotional_Impact'})"
0.24,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Support_From_Close', 'Symptom_Frequency_Most_of_time'})"
0.24,"frozenset({'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Coping_Strategy_Badly', 'Symptom_Frequency_Most_of_time'})"
0.23333333333333334,"frozenset({'Travel_Impact', 'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Symptom_Frequency_Most_of_time'})"
0.24333333333333335,"frozenset({'Health_Satisfaction', 'Symptom_Household_Impact_Often_affect', 'Chemotherapy', 'Symptom_Frequency_Most_of_time'})"
0.23666666666666666,"frozenset({'Support_From_Close', 'Symptom_Household_Impact_Often_affect', 'Emotional_Impact', 'Chemotherapy', 'Symptom_Frequency_Most_of_time'})"
